image_path,text_label
오조포구1.jpg, "A picturesque spot where you can take stunning photos on a bridge made of stone."
오조포구2.jpg, "A picturesque spot where you can take stunning photos on a bridge made of stone."
용눈이오름1.jpg, "A famous wedding photo location in autumn when the fields of silver grass bloom."
용눈이오름2.jpg, "A famous wedding photo location in autumn when the fields of silver grass bloom."
윈드19471.jpg, "The largest kart racing track in Korea, offering thrilling kart racing with scenic views of Jeju Island."
윈드19472.jpg, "The largest kart racing track in Korea, offering thrilling kart racing with scenic views of Jeju Island."
제라진어드벤쳐1.jpg, "A place where you can experience off-road adventures."
제라진어드벤쳐2.jpg, "A place where you can experience off-road adventures."
카페모알보알 제주점1.jpg, "A café with a Filipino or Balinese vibe, offering a unique atmosphere."
카페모알보알 제주점2.jpg, "A café with a Filipino or Balinese vibe, offering a unique atmosphere."
카페아오오1.jpg, "A café offering a relaxing ocean view for a perfect healing experience."
카페아오오2.jpg, "A café offering a relaxing ocean view for a perfect healing experience."
표선해수욕장1.jpg, "A beach with a circular shape of white sand, one of the most beautiful spots in Jeju."
표선해수욕장2.jpg, "A beach with a circular shape of white sand, one of the most beautiful spots in Jeju."
표선해수욕장3.jpg, "A beach with a circular shape of white sand, one of the most beautiful spots in Jeju."
한라산1.jpg, "A volcano where you can enjoy nature and stunning views."
한라산2.jpg, "A volcano where you can enjoy nature and stunning views."
현애원1.jpg, "A place to see vibrant hydrangeas in various colors during the blooming season."
현애원2.jpg, "A place to see vibrant hydrangeas in various colors during the blooming season."
먹쿠슬낭1.jpg,"A cafe where you can eat mango bingsu"
먹쿠슬낭2.jpg,"A cafe with exposed concrete interior design"
앙뚜아네트1.jpg,"An ocean view cafe where you can take photos with an airplane"
앙뚜아네트2.jpg,"A cafe where you can enjoy brunch and bakery"
찌즈1.jpg,"A cafe where you can eat kaymak"
찌즈2.jpg,"A cafe with a luxurious atmosphere"
듀포레1.jpg,"A cafe where you can eat desserts with a volcano theme"
듀포레2.jpg, "A cafe where you can take various photos with an airplane view"
그라나다1.jpg,"A cafe where you can take photos with an airplane"
그라나다2.jpg,"A cafe where you can take photos with an airplane"
카페진정성좀점1.jpg,"A cafe where you can take photos on a pink block"
카페진정성좀점2.jpg,"A cafe where you can enjoy milk tea"
용소담1.jpg,"A cafe created by renovating an old house"
용소담2.jpg,"A cafe where you can see vintage furniture"
우무1.jpg,"A dessert cafe with a wall featuring the U-moo character "
우무2.jpg,"A dessert cafe where you can eat pudding"
커피냅로스터스1.jpg,"A cafe created by remodeling an old Jeju house"
커피냅로스터스2.jpg,"A cafe created by remodeling an old Jeju house"
오드씽1.jpg,"A spacious cafe with full-length glass windows"
오드씽2.jpg,"A cafe with a swimming pool"
블로비노형1.jpg,"A cafe where you can enjoy tea while viewing nature in a bubble case"
블로비노형2.jpg,"A cafe where you can have a barbecue party in a bubble case"
블루메벵이글1.jpg,"A warehouse-style cafe with a circular logo in the center"
블루메벵이글2.jpg,"A cafe where you can eat a variety of bagels"
미깡창고1.jpg,"A cafe with a Southeast Asian vibe"
미깡창고2.jpg,"A cafe with a Southeast Asian vibe"
카페브리프1.jpg,"A cafe where you can experience making desserts in an outdoor setting"
카페브리프2.jpg,"A cafe with a spacious garden"
홀츠애월1.jpg,"A cafe that reminds you of a mountain lodge in nature"
홀츠애월2.jpg,"A cafe with a variety of desserts"
카페멜록1.jpg,"A cafe that looks like a white house"
카페멜록2.jpg,"A cafe where you can enjoy crispy croffles and drinks"
카이로스1.jpg,"A cafe located on a hill"
카이로스2.jpg,"A cafe where you can drink avocado coffee"
테라도스1.jpg,"A cafe with a vibe of being abandoned in nature"
테라도스2.jpg,"A cafe where you can eat castella and drink coffee"
랜디스도넛1.jpg,"A cafe with a large donut sculpture"
랜디스도넛2.jpg,"A dessert cafe where you can eat various donuts"
푼티노스튜디오1.jpg,"A dessert cafe that looks like a house"
푼티노스튜디오2.jpg,"A dessert cafe that looks like a house"
고내리바닷길1.jpg, "a road with a sign that says "the road to the sea"
광치기 해변1.jpg, "a rocky beach with green algae and rocks"
김녕해수욕장3.jpg, "woman walking on the beach"
너리1.jpg, "a fountain in front of a house with a mountain in the background"
너리2.jpg, "a hotel with a mountain in the background"
대한목장1.jpg, "a tractor parked in front of a building with the words holy land on it"
대한목장2.jpg, "a group of people standing in a field with a few trees in the background"
도두봉1.jpg, "a path that leads to a beach with trees"
도토리숲1.jpg, "a store with a tree and a glass window"
모아시1.jpg, "the interior of a building with large windows and a large potted plant"
비밀의 숲1.jpg, "a blue truck is parked in the middle of a forest"
산양큰엉곶1.jpg, "a wooden door in the middle of a forest"
상점오묘1.jpg, "a room with a fish tank, posters and other items"
상점오묘2.jpg, "two drinks and a plate of food on a table"
스타벅스 제주금악DT점1.jpg, "a statue of a bear outside a starbucks"
씨.멘트1.jpg, "the sign for sementi is on the side of a building"
씨.멘트2.jpg, "the serendipity restaurant, new york"
예래 벚꽃길1.jpg, "a street lined with cherry trees in bloom"
유지커피웍스1.jpg, "a walkway leads to a large building with a triangular roof"
이호테우 해변1.jpg, "a lighthouse with a pink sky and a white giraffe"
잔물결시티로스터스1.jpg, "a woman sitting at a table with a coffee maker"
잔물결시티로스터스2.jpg, "a plate with two macarons and a cup of coffee"
제주캣월드1.jpg, "a group of birds walking on a path in a park"
제주캣월드2.jpg, "a cat room with many cats on shelves"
카페글렌코1.jpg, "a chair sits in a field of purple grass"
큰엉경승지1.jpg, "the path to the sea"
토끼나무숲1.jpg, "the road to the tree"
한라디지털아트뮤지엄1.jpg, "a large room with a green floor and a large screen"
한라디지털아트뮤지엄2.jpg, "a large room with a large screen showing waves"
휴애리1.jpg, "a pink field with a stone monument in the middle"
46008_1_jj_3_제주칠성로상점가_2_001.png, "a sign for a shopping center with a building in the background"
46008_1_jj_3_제주칠성로상점가_2_002.png, "a building with a sign that says "여자서비스""
46008_1_jj_3_제주칠성로상점가_2_003.png, "a store front with a red door and a sign that says "ask me""
46008_1_jj_3_제주칠성로상점가_2_004.png, "le del boutique, taipei"
46008_1_jj_3_제주칠성로상점가_2_005.png, "the herb shop in seoul"
46009_1_jj_3_중문농수산물직판장_1_001.png, "a family store with cars parked outside"
46009_1_jj_3_중문농수산물직판장_1_002.png, "a restaurant with a large window and a large counter"
46009_1_jj_3_중문농수산물직판장_1_003.png, "a display of fruit and boxes of fruit on a shelf"
46009_1_jj_3_중문농수산물직판장_1_004.png, "a store with shelves full of food and drinks"
46009_1_jj_3_중문농수산물직판장_1_005.png, "a display case with several packages of fish on display"
46010_1_jj_3_중문불란지야시장_1_001.png, "a large building with many windows and signs"
46010_1_jj_3_중문불란지야시장_1_002.png, "a food stand with people standing around it"
46010_1_jj_3_중문불란지야시장_1_003.png, "a refrigerator filled with food and a scale"
46010_1_jj_3_중문불란지야시장_1_004.png, "a man in a black shirt and gloves is preparing food"
46010_1_jj_3_중문불란지야시장_1_005.png, "a man standing in front of a grill with fire"
46011_1_jj_3_중문향토오일시장_2_001.png, "a sign on a pole"
46011_1_jj_3_중문향토오일시장_2_002.png, "a market with lots of produce"
46011_1_jj_3_중문향토오일시장_2_003.png, "a large indoor market with lots of boxes and boxes of food"
46011_1_jj_3_중문향토오일시장_2_004.png, "a market with lots of different types of food"
46011_1_jj_3_중문향토오일시장_2_005.png, "a market with lots of food and other items"
46012_1_jj_3_팰롱팰롱빛나는_1_001.png, "a pink building with a sign that says "pink""
46012_1_jj_3_팰롱팰롱빛나는_1_002.png, "a pink building with a sign that says "아나비""
46012_1_jj_3_팰롱팰롱빛나는_1_003.png, "a shop with shelves filled with various items"
46012_1_jj_3_팰롱팰롱빛나는_1_004.png, "a display of different types of food on a table"
46012_1_jj_3_팰롱팰롱빛나는_1_005.png, "a person holding a cup with an orange inside"
46013_1_jj_3_평화의마을_1_001.png, "a house with solar panels on the roof"
46013_1_jj_3_평화의마을_1_002.png, "a large white house"
46013_1_jj_3_평화의마을_1_003.png, "a worker is standing next to a conveyor belt with sausages"
46013_1_jj_3_평화의마을_1_004.png, "two workers in white suits working on a conveyor belt"
46013_1_jj_3_평화의마을_1_005.png, "a man giving a presentation to a group of people"
46014_1_jj_3_표선5일시장_2_001.png, "a sign that says "japanese garden" is on the side of a road"
46014_1_jj_3_표선5일시장_2_002.png, "a large store with many different items on the shelves"
46014_1_jj_3_표선5일시장_2_003.png, "fish drying on a table in a fish market"
46014_1_jj_3_표선5일시장_2_004.png, "a variety of dried herbs and spices are displayed in bowls"
46014_1_jj_3_표선5일시장_2_005.png, "a red and white counter with food in it"
46016_1_jj_3_한국기념품백화점_1_001.png, "a building with a large sign on the side"
46016_1_jj_3_한국기념품백화점_1_002.png, "a store with many shelves and shelves of food"
46016_1_jj_3_한국기념품백화점_1_003.png, "a large display of wooden statues in a store"
46016_1_jj_3_한국기념품백화점_1_004.png, "a store with many different types of items on display"
46016_1_jj_3_한국기념품백화점_1_005.png, "a room with lots of tables and chairs in it"
46017_1_jj_3_한라하이킹_1_001.png, "a korean restaurant with a sign that says "korean food""
46017_1_jj_3_한라하이킹_1_002.png, "a building with a sign that says samsung"
46017_1_jj_3_한라하이킹_1_003.png, "several motorcycles are parked in a showroom"
46017_1_jj_3_한라하이킹_1_004.png, "a row of motorcycles parked on the street"
46017_1_jj_3_한라하이킹_1_005.png, "a white and black scooter in a showroom"
46018_1_jj_3_한림공원쌍용각휴게소_1_001.png, "a small house with a large stone wall"
46018_1_jj_3_한림공원쌍용각휴게소_1_002.png, "the entrance to a cafe with a sign that says cafe"
46018_1_jj_3_한림공원쌍용각휴게소_1_003.png, "a statue of a man with a horse and a donkey"
46018_1_jj_3_한림공원쌍용각휴게소_1_004.png, "a map of the park with a sign that says "park map""
46018_1_jj_3_한림공원쌍용각휴게소_1_005.png, "a small pavilion with benches and tables in the middle of a forest"
46019_1_jj_3_한림매일시장_2_001.png, "a street with cars and a sign that says "changwon""
46019_1_jj_3_한림매일시장_2_002.png, "a variety of vegetables and fruits are displayed in boxes"
46019_1_jj_3_한림매일시장_2_003.png, "a display of fruit"
46019_1_jj_3_한림매일시장_2_004.png, "a man is walking through a market"
46019_1_jj_3_한림매일시장_2_005.png, "a store with many bags of food on the sidewalk"
46020_1_jj_3_한림민속5일시장_2_001.png, "a large market with a sign that says korea"
46020_1_jj_3_한림민속5일시장_2_002.png, "a market with lots of items on display"
46020_1_jj_3_한림민속5일시장_2_003.png, "a market with many hats and clothes on display"
46020_1_jj_3_한림민속5일시장_2_004.png, "a market with lots of vegetables and fruits"
46020_1_jj_3_한림민속5일시장_2_005.png, "a large display of oranges and lemons in boxes"
46021_1_jj_3_함덕민속오일시장_2_001.png, "a sign for a korean amusement park with a cartoon character"
46021_1_jj_3_함덕민속오일시장_2_002.png, "a market with lots of people and lots of food"
46021_1_jj_3_함덕민속오일시장_2_003.png, "a market with lots of different types of food"
46021_1_jj_3_함덕민속오일시장_2_004.png, "a large indoor market with lots of produce and people"
46021_1_jj_3_함덕민속오일시장_2_005.png, "a woman standing next to a man at a fish market"
572584_1_jj_5_김복남맥주 서귀포점_1_001.png, "the building where the hotel is located"
572584_1_jj_5_김복남맥주 서귀포점_1_002.png, "a large inflatable chef statue in front of a restaurant"
572584_1_jj_5_김복남맥주 서귀포점_1_003.png, "the restaurant has a large dining area with many tables"
572584_1_jj_5_김복남맥주 서귀포점_1_004.png, "a menu with food on it sitting on a table"
572584_1_jj_5_김복남맥주 서귀포점_1_005.png, "a plate of fried fish on a table"
572585_1_jj_5_놀멍걸으멍쉬멍 _1_001.png, "a restaurant with tables and chairs outside"
572585_1_jj_5_놀멍걸으멍쉬멍 _1_002.png, "a small store with a sign that says "korean food""
572585_1_jj_5_놀멍걸으멍쉬멍 _1_003.png, "a restaurant with colorful chairs and tables"
572585_1_jj_5_놀멍걸으멍쉬멍 _1_004.png, "a menu is displayed on a wall with fruit and vegetables"
572585_1_jj_5_놀멍걸으멍쉬멍 _1_005.png, "a bowl of seafood and vegetables in a metal pot"
572586_1_jj_5_월드컵흑돼지_2_001.png, "a building with a large sign that says "pork""
572586_1_jj_5_월드컵흑돼지_2_002.png, "the building where the hotel is located"
572586_1_jj_5_월드컵흑돼지_2_003.png, "a restaurant with tables and chairs in the middle of the room"
572586_1_jj_5_월드컵흑돼지_2_004.png, "a menu with korean food on it is shown"
572586_1_jj_5_월드컵흑돼지_2_005.png, "a person is preparing food on a grill"
572587_1_jj_5_봉자매 _3_001.png, "a sign in korean on the window of a restaurant"
572587_1_jj_5_봉자매 _3_002.png, "a small car is parked in front of a restaurant"
572587_1_jj_5_봉자매 _3_003.png, "a restaurant with tables and chairs in front of a wall"
572587_1_jj_5_봉자매 _3_004.png, "a sign in korean on a wall with prices"
572587_1_jj_5_봉자매 _3_005.png, "a bowl of fish and vegetables sitting on a table"
572588_1_jj_5_도새기1982 신서귀포점_1_001.png, "the building where the hostel is located"
572588_1_jj_5_도새기1982 신서귀포점_1_002.png, "the building where the hostel is located"
572588_1_jj_5_도새기1982 신서귀포점_1_003.png, "a restaurant with people sitting at tables and eating"
572588_1_jj_5_도새기1982 신서귀포점_1_004.png, "a menu is displayed on the wall of a restaurant"
572588_1_jj_5_도새기1982 신서귀포점_1_005.png, "a person holding tongs over a pan with food on it"
572589_1_jj_5_안뜨르 _1_001.png, "the building where the guesthouse is located"
572589_1_jj_5_안뜨르 _1_002.png, "the building where the guesthouse is located"
572589_1_jj_5_안뜨르 _1_003.png, "a restaurant with tables and chairs in front of a window"
572589_1_jj_5_안뜨르 _1_004.png, "a menu with prices for food on display in a restaurant"
572589_1_jj_5_안뜨르 _1_005.png, "a pan filled with mushrooms and rice"
572590_1_jj_5_법환포구상동산맛집_1_001.png, "the building where the guesthouse is located"
572590_1_jj_5_법환포구상동산맛집_1_002.png, "the building where the guesthouse is located"
572590_1_jj_5_법환포구상동산맛집_1_003.png, "a room with many people sitting around a table"
572590_1_jj_5_법환포구상동산맛집_1_004.png, "a sign on the door of a restaurant advertising food"
572590_1_jj_5_법환포구상동산맛집_1_005.png, "ribs on the grill at the bbq joint"
572591_1_jj_5_BHC치킨 신서귀포점_1_001.png, "a restaurant with tables and chairs outside"
572591_1_jj_5_BHC치킨 신서귀포점_1_002.png, "the building where the hotel is located"
572591_1_jj_5_BHC치킨 신서귀포점_1_003.png, "a restaurant with tables and chairs in it"
572591_1_jj_5_BHC치킨 신서귀포점_1_004.png, "a menu for a chicken restaurant with prices on it"
572591_1_jj_5_BHC치킨 신서귀포점_1_005.png, "a box of food on a table with a cell phone and a cup of coffee"
572592_1_jj_5_최고봉주방 _1_001.png, "the building where the guesthouse is located"
572592_1_jj_5_최고봉주방 _1_002.png, "the building where the hostel is located"
572592_1_jj_5_최고봉주방 _1_003.png, "a small dining room with chairs and a refrigerator"
572592_1_jj_5_최고봉주방 _1_004.png, "a menu with prices on it sitting on a table"
572592_1_jj_5_최고봉주방 _1_005.png, "a plate of food with noodles and meat on it"
572593_1_jj_5_샤브마니아 신서귀포점_1_001.png, "the building where the hotel is located"
572593_1_jj_5_샤브마니아 신서귀포점_1_002.png, "the building where the apartment is located"
572593_1_jj_5_샤브마니아 신서귀포점_1_003.png, "a restaurant with wooden tables and benches"
572593_1_jj_5_샤브마니아 신서귀포점_1_004.png, "a menu with prices on a table"
572593_1_jj_5_샤브마니아 신서귀포점_1_005.png, "a large pot filled with meat and vegetables"
572594_1_jj_5_해송초밥 _2_001.png, "a restaurant with a sign that says "make out""
572594_1_jj_5_해송초밥 _2_002.png, "the building where the hostel is located"
572594_1_jj_5_해송초밥 _2_003.png, "a restaurant with wooden tables and chairs"
572594_1_jj_5_해송초밥 _2_004.png, "a menu with korean characters on it"
572594_1_jj_5_해송초밥 _2_005.png, "a large platter of sushi with different types of fish"
572595_1_jj_5_올레차이나타운 _1_001.png, "a restaurant with a sign that says "the best""
572595_1_jj_5_올레차이나타운 _1_002.png, "the building where the guesthouse is located"
572595_1_jj_5_올레차이나타운 _1_003.png, "a restaurant with tables and chairs in the middle of the room"
572595_1_jj_5_올레차이나타운 _1_004.png, "a restaurant with a large sign advertising food"
572595_1_jj_5_올레차이나타운 _1_005.png, "a bowl of soup with vegetables and meat on a table"
572596_1_jj_5_오븐에빠진닭 제주신서귀포점_1_001.png, "the building where the hotel is located"
572596_1_jj_5_오븐에빠진닭 제주신서귀포점_1_002.png, "the building where the hotel is located"
572596_1_jj_5_오븐에빠진닭 제주신서귀포점_1_003.png, "a restaurant with tables and chairs and people eating"
572596_1_jj_5_오븐에빠진닭 제주신서귀포점_1_004.png, "a menu for a restaurant with chicken on it"
572596_1_jj_5_오븐에빠진닭 제주신서귀포점_1_005.png, "a tray of chicken, fries and other food on a table"
572597_1_jj_5_엘리팝 서귀포법환포구점_1_001.png, "the building where the hotel is located"
572597_1_jj_5_엘리팝 서귀포법환포구점_1_002.png, "the front of a restaurant lit up at night"
572597_1_jj_5_엘리팝 서귀포법환포구점_1_003.png, "a restaurant with tables and chairs in it"
572597_1_jj_5_엘리팝 서귀포법환포구점_1_004.png, "the menu at the bar"
572597_1_jj_5_엘리팝 서귀포법환포구점_1_005.png, "a basket of chips and a spoon on a table"
572598_1_jj_5_세자매식당 _3_001.png, "a woman is walking into a restaurant with a sign that says open"
572598_1_jj_5_세자매식당 _3_002.png, "a restaurant with a sign that says korean food"
572598_1_jj_5_세자매식당 _3_003.png, "a kitchen with a table and chairs in it"
572598_1_jj_5_세자매식당 _3_004.png, "a man standing in front of a kitchen counter"
572598_1_jj_5_세자매식당 _3_005.png, "a table with many bowls of food and bowls of rice"
572599_1_jj_5_마틴스키친 _1_001.png, "a restaurant with red awnings and a red sign"
572599_1_jj_5_마틴스키친 _1_002.png, "the front of a restaurant with a red awning"
572599_1_jj_5_마틴스키친 _1_003.png, "a restaurant or other place to eat at the beach house"
572599_1_jj_5_마틴스키친 _1_004.png, "a menu with food items on it"
572599_1_jj_5_마틴스키친 _1_005.png, "a plate with a meat and french fries on it"
572600_1_jj_5_숲숲포레스트_1_001.png, "the building where the hotel is located"
572600_1_jj_5_숲숲포레스트_1_002.png, "the front of a restaurant lit up at night"
572600_1_jj_5_숲숲포레스트_1_003.png, "a restaurant or other place to eat at the hotel"
572600_1_jj_5_숲숲포레스트_1_004.png, "a menu with prices and a sign that says cooking dinner"
572600_1_jj_5_숲숲포레스트_1_005.png, "a plate with fried chicken and fries on it"
572601_1_jj_5_제주등대아구찜 서귀포점_1_001.png, "a car parked outside of a business with a large glass door"
572601_1_jj_5_제주등대아구찜 서귀포점_1_002.png, "the building where the hostel is located"
572601_1_jj_5_제주등대아구찜 서귀포점_1_003.png, "a restaurant with tables and chairs in the middle of the room"
572601_1_jj_5_제주등대아구찜 서귀포점_1_004.png, "a sign with prices for a restaurant in korean"
572601_1_jj_5_제주등대아구찜 서귀포점_1_005.png, "a plate of noodles with chopsticks and a bowl of soup"
572602_1_jj_5_BBQ치킨 서귀포신시가지점_1_001.png, "a store front with a sign that says bbq chicken"
572602_1_jj_5_BBQ치킨 서귀포신시가지점_1_002.png, "a street view of a restaurant with a sign on the door"
572602_1_jj_5_BBQ치킨 서귀포신시가지점_1_003.png, "a restaurant with a counter and a table"
572602_1_jj_5_BBQ치킨 서귀포신시가지점_1_004.png, "two menus are on a table with food on them"
572602_1_jj_5_BBQ치킨 서귀포신시가지점_1_005.png, "a box of fried chicken sitting on a table"
572603_1_jj_5_서귀정 서귀포신시가지본점_1_001.png, "the building where the hostel is located"
572603_1_jj_5_서귀정 서귀포신시가지본점_1_002.png, "the building where the hostel is located"
572603_1_jj_5_서귀정 서귀포신시가지본점_1_003.png, "a restaurant with tables and chairs in the middle of the room"
572603_1_jj_5_서귀정 서귀포신시가지본점_1_004.png, "a sign on the wall of a restaurant with prices"
572603_1_jj_5_서귀정 서귀포신시가지본점_1_005.png, "a person is cutting meat on a grill"
572604_1_jj_5_치어스 서귀포점_1_001.png, "cheers craft beer bar"
572604_1_jj_5_치어스 서귀포점_1_002.png, "the building where the hotel is located"
572604_1_jj_5_치어스 서귀포점_1_003.png, "the interior of a restaurant with booths and tables"
572604_1_jj_5_치어스 서귀포점_1_004.png, "the menu at the bar"
572604_1_jj_5_치어스 서귀포점_1_005.png, "a tray of chicken wings and french fries"
572605_1_jj_5_제주양반갈비 법환점_1_001.png, "a restaurant with a car parked in front of it"
572605_1_jj_5_제주양반갈비 법환점_1_002.png, "a building with a white car parked in front of it"
572605_1_jj_5_제주양반갈비 법환점_1_003.png, "a restaurant with a large kitchen and a large table"
572605_1_jj_5_제주양반갈비 법환점_1_004.png, "a menu board is displayed in a restaurant"
572605_1_jj_5_제주양반갈비 법환점_1_005.png, "a grill with meat and other meat on it"
572606_1_jj_5_법환나들목식당_1_001.png, "a building with a sign on the front"
572606_1_jj_5_법환나들목식당_1_002.png, "the building where the guesthouse is located"
572606_1_jj_5_법환나들목식당_1_003.png, "a restaurant with a bear head on the wall"
572606_1_jj_5_법환나들목식당_1_004.png, "a sign with prices for a restaurant in korean"
572606_1_jj_5_법환나들목식당_1_005.png, "a person holding chopsticks over a bowl of food"
572607_1_jj_5_처갓집양념치킨 서귀포신시가지점_1_001.png, "a restaurant with red umbrellas and neon signs"
572607_1_jj_5_처갓집양념치킨 서귀포신시가지점_1_002.png, "the building where the hotel is located"
572607_1_jj_5_처갓집양념치킨 서귀포신시가지점_1_003.png, "a restaurant with a large poster on the wall"
572607_1_jj_5_처갓집양념치킨 서귀포신시가지점_1_004.png, "a menu board is displayed in a restaurant"
572607_1_jj_5_처갓집양념치킨 서귀포신시가지점_1_005.png, "a box of food with meatballs and other items"
572608_1_jj_5_잠녀숨비소리_1_001.png, "the building where the apartment is located"
572608_1_jj_5_잠녀숨비소리_1_002.png, "a restaurant with a large sign on the front"
572608_1_jj_5_잠녀숨비소리_1_003.png, "a restaurant or other place to eat at hotel korea"
572608_1_jj_5_잠녀숨비소리_1_004.png, "a sign in a restaurant with prices written on it"
572608_1_jj_5_잠녀숨비소리_1_005.png, "a plate of food with various types of seafood"
572609_1_jj_5_법환성 _1_001.png, "a black and white sign is on the side of a building"
572609_1_jj_5_법환성 _1_002.png, "the building where the hotel is located"
572609_1_jj_5_법환성 _1_003.png, "a restaurant with wooden tables and chairs"
572609_1_jj_5_법환성 _1_004.png, "a menu with korean food on it"
572609_1_jj_5_법환성 _1_005.png, "a bowl of food with onions and noodles"
572610_1_jj_5_이태리치킨 법환본점_1_001.png, "a car parked outside a restaurant with a sign that says chicken and beer"
572610_1_jj_5_이태리치킨 법환본점_1_002.png, "the building where the hotel is located"
572610_1_jj_5_이태리치킨 법환본점_1_003.png, "a restaurant with tables and chairs and a tv"
572610_1_jj_5_이태리치킨 법환본점_1_004.png, "a menu is displayed on a wall with a light"
572610_1_jj_5_이태리치킨 법환본점_1_005.png, "a plate of fried chicken on a table"
572611_1_jj_5_돌담제분소국수 _1_001.png, "the building where the bed & breakfast is located"
572611_1_jj_5_돌담제분소국수 _1_002.png, "the building where the guesthouse is located"
572611_1_jj_5_돌담제분소국수 _1_003.png, "a small dining room with wooden tables and chairs"
572611_1_jj_5_돌담제분소국수 _1_004.png, "a menu with a price list on a table"
572611_1_jj_5_돌담제분소국수 _1_005.png, "a table full of food and bowls"
572612_1_jj_5_연남물갈비 서귀포점_1_001.png, "a sign on the door of a restaurant in korea"
572612_1_jj_5_연남물갈비 서귀포점_1_002.png, "the building where the hotel is located"
572612_1_jj_5_연남물갈비 서귀포점_1_003.png, "a restaurant with tables and chairs in it"
572612_1_jj_5_연남물갈비 서귀포점_1_004.png, "a menu with prices for a restaurant in korean"
572612_1_jj_5_연남물갈비 서귀포점_1_005.png, "a large piece of meat sitting on top of a table"
572613_1_jj_5_법환맛씸_1_001.png, "a restaurant with a sign that says "korean food""
572613_1_jj_5_법환맛씸_1_002.png, "a restaurant with an orange awning and a sign that says korean"
572613_1_jj_5_법환맛씸_1_003.png, "a restaurant with yellow walls and orange chairs"
572613_1_jj_5_법환맛씸_1_004.png, "a yellow wall with signs in korean and chinese"
572613_1_jj_5_법환맛씸_1_005.png, "a table with bowls of food on it"
572614_1_jj_5_줄서서먹는짜장 _1_001.png, "a restaurant with a sign that says korean"
572614_1_jj_5_줄서서먹는짜장 _1_002.png, "people are standing outside a small store"
572614_1_jj_5_줄서서먹는짜장 _1_003.png, "people sitting at tables in a restaurant with a large chinese wall"
572614_1_jj_5_줄서서먹는짜장 _1_004.png, "a menu is displayed in a restaurant with lights"
572614_1_jj_5_줄서서먹는짜장 _1_005.png, "a bowl of black sauce with corn on top"
572615_1_jj_5_느린제주 _1_001.png, "the building where the hotel is located"
