image_path,text_label
JejuImage/찌즈1.jpg,A cafe where you can eat kaymak
JejuImage/찌즈2.jpg,A cafe with a luxurious atmosphere
JejuImage/듀포레1.jpg,A cafe where you can eat desserts with a volcano theme
JejuImage/듀포레2.jpg, A cafe where you can take various photos with an airplane view
JejuImage/그라나다1.jpg,A cafe where you can take photos with an airplane
JejuImage/그라나다2.jpg,A cafe where you can take photos with an airplane
JejuImage/카페진정성좀점1.jpg,A cafe where you can take photos on a pink block
JejuImage/카페진정성좀점2.jpg,A cafe where you can enjoy milk tea
JejuImage/용소담1.jpg,A cafe created by renovating an old house
JejuImage/용소담2.jpg,A cafe where you can see vintage furniture
JejuImage/우무1.jpg,A dessert cafe with a wall featuring the U-moo character 
JejuImage/우무2.jpg,A dessert cafe where you can eat pudding
JejuImage/커피냅로스터스1.jpg,A cafe created by remodeling an old Jeju house
JejuImage/커피냅로스터스2.jpg,A cafe created by remodeling an old Jeju house
JejuImage/오드씽1.jpg,A spacious cafe with full-length glass windows
JejuImage/오드씽2.jpg,A cafe with a swimming pool
JejuImage/블로비노형1.jpg,A cafe where you can enjoy tea while viewing nature in a bubble case
JejuImage/블로비노형2.jpg,A cafe where you can have a barbecue party in a bubble case
JejuImage/블루메벵이글1.jpg,A warehouse-style cafe with a circular logo in the center
JejuImage/블루메벵이글2.jpg,A cafe where you can eat a variety of bagels
JejuImage/미깡창고1.jpg,A cafe with a Southeast Asian vibe
JejuImage/미깡창고2.jpg,A cafe with a Southeast Asian vibe
JejuImage/카페브리프1.jpg,A cafe where you can experience making desserts in an outdoor setting
JejuImage/카페브리프2.jpg,A cafe with a spacious garden
JejuImage/홀츠애월1.jpg,A cafe that reminds you of a mountain lodge in nature
JejuImage/홀츠애월2.jpg,A cafe with a variety of desserts
JejuImage/카페멜록1.jpg,A cafe that looks like a white house
JejuImage/카페멜록2.jpg,A cafe where you can enjoy crispy croffles and drinks
JejuImage/카이로스1.jpg,A cafe located on a hill
JejuImage/카이로스2.jpg,A cafe where you can drink avocado coffee
JejuImage/테라도스1.jpg,A cafe with a vibe of being abandoned in nature
JejuImage/테라도스2.jpg,A cafe where you can eat castella and drink coffee
JejuImage/랜디스도넛1.jpg,A cafe with a large donut sculpture
JejuImage/랜디스도넛2.jpg,A dessert cafe where you can eat various donuts
JejuImage/푼티노스튜디오1.jpg,A dessert cafe that looks like a house
JejuImage/푼티노스튜디오2.jpg,A dessert cafe that looks like a house
